student_id,enrollment_date,course_id,age,total_modules,modules_completed,completed,last_session_date,dropout_type,max_gap_days,total_time_min,quizzes_taken,quiz_completion_pct,avg_quiz_score
S00238,2026-04-25,COURSE_101,29,10,10,1,2026-05-18,completer,3.0,1039.0,10.0,100.0,76.9
S00239,2026-02-10,COURSE_101,31,10,2,0,2026-03-03,silent_dropout,11.0,160.0,2.0,20.0,69.5
S00240,2026-05-26,COURSE_101,41,10,10,1,2026-06-12,completer,3.0,831.0,10.0,100.0,78.4
S00241,2026-02-11,COURSE_101,18,10,2,0,2026-02-15,explicit_dropout,2.0,36.0,2.0,20.0,49.5
S00242,2026-01-21,COURSE_101,33,10,2,0,2026-01-24,explicit_dropout,2.0,19.0,2.0,20.0,68.0
S00243,2026-02-05,COURSE_101,44,10,0,0,2026-02-05,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00244,2026-03-13,COURSE_101,31,10,10,1,2026-04-05,completer,3.0,807.0,10.0,100.0,86.7
S00245,2026-05-12,COURSE_101,44,10,10,1,2026-06-05,completer,3.0,979.0,10.0,100.0,92.8
S00246,2026-05-17,COURSE_101,25,10,2,0,2026-05-19,explicit_dropout,1.0,19.0,2.0,20.0,53.5
S00247,2026-03-21,COURSE_101,37,10,10,1,2026-04-06,completer,2.0,915.0,10.0,100.0,71.7
S00248,2026-05-13,COURSE_101,28,10,1,0,2026-05-14,explicit_dropout,0.0,13.0,1.0,10.0,54.0
S00249,2026-02-23,COURSE_101,30,10,0,0,2026-02-23,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00250,2026-03-27,COURSE_101,33,10,0,0,2026-03-27,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00251,2026-04-28,COURSE_101,43,10,10,1,2026-05-19,completer,3.0,826.0,10.0,100.0,90.8
S00252,2026-01-10,COURSE_101,33,10,10,1,2026-02-01,completer,3.0,1052.0,10.0,100.0,74.6
S00253,2026-04-26,COURSE_101,44,10,1,0,2026-04-28,explicit_dropout,0.0,19.0,1.0,10.0,58.0
S00254,2026-02-22,COURSE_101,44,10,10,1,2026-03-11,completer,1.0,1006.0,10.0,100.0,81.1
S00255,2026-01-15,COURSE_101,36,10,10,1,2026-02-02,completer,2.0,867.0,10.0,100.0,84.5
S00256,2026-02-21,COURSE_101,31,10,3,0,2026-03-23,silent_dropout,13.0,219.0,3.0,30.0,65.33333333333333
S00257,2026-03-22,COURSE_101,32,10,2,0,2026-03-25,explicit_dropout,2.0,21.0,2.0,20.0,44.5
S00258,2026-03-07,COURSE_101,27,10,4,0,2026-04-17,silent_dropout,12.0,264.0,4.0,40.0,71.0
S00259,2026-02-08,COURSE_101,38,10,3,0,2026-03-03,silent_dropout,8.0,222.0,3.0,30.0,60.666666666666664
S00260,2026-04-30,COURSE_101,39,10,10,1,2026-05-25,completer,3.0,965.0,10.0,100.0,71.6
S00261,2026-05-17,COURSE_101,43,10,2,0,2026-06-09,silent_dropout,16.0,51.0,2.0,20.0,68.0
S00262,2026-01-06,COURSE_101,35,10,2,0,2026-01-08,explicit_dropout,1.0,26.0,2.0,20.0,49.5
S00263,2026-03-21,COURSE_101,20,10,10,1,2026-04-13,completer,3.0,613.0,10.0,100.0,86.5
S00264,2026-03-13,COURSE_101,42,10,10,1,2026-03-31,completer,3.0,683.0,10.0,100.0,83.7
S00265,2026-05-22,COURSE_101,22,10,1,0,2026-05-24,explicit_dropout,0.0,15.0,1.0,10.0,56.0
S00266,2026-03-12,COURSE_101,42,10,5,0,2026-04-25,silent_dropout,10.0,418.0,5.0,50.0,83.2
S00267,2026-03-12,COURSE_101,37,10,2,0,2026-04-02,silent_dropout,11.0,204.0,2.0,20.0,85.0
S00268,2026-05-06,COURSE_101,25,10,8,0,2026-07-07,silent_dropout,11.0,528.0,8.0,80.0,62.125
S00269,2026-03-19,COURSE_101,36,10,10,1,2026-04-06,completer,2.0,1012.0,10.0,100.0,89.5
S00270,2026-03-23,COURSE_101,21,10,10,1,2026-04-16,completer,2.0,970.0,10.0,100.0,83.4
S00271,2026-04-24,COURSE_101,34,10,6,0,2026-06-21,silent_dropout,13.0,314.0,6.0,60.0,69.83333333333333
S00272,2026-04-18,COURSE_101,30,10,2,0,2026-05-10,silent_dropout,8.0,187.0,2.0,20.0,61.0
S00273,2026-05-06,COURSE_101,42,10,1,0,2026-05-07,explicit_dropout,0.0,5.0,1.0,10.0,45.0
S00274,2026-05-26,COURSE_101,33,10,2,0,2026-05-29,explicit_dropout,1.0,29.0,2.0,20.0,71.0
S00275,2026-01-13,COURSE_101,32,10,10,1,2026-02-04,completer,2.0,1058.0,10.0,100.0,85.8
S00276,2026-01-23,COURSE_101,35,10,10,1,2026-02-14,completer,2.0,1007.0,10.0,100.0,75.9
S00277,2026-01-27,COURSE_101,29,10,2,0,2026-02-10,silent_dropout,7.0,158.0,2.0,20.0,79.0
S00278,2026-03-24,COURSE_101,25,10,7,0,2026-05-14,silent_dropout,10.0,439.0,7.0,70.0,75.71428571428571
S00279,2026-05-19,COURSE_101,26,10,8,0,2026-07-27,silent_dropout,13.0,455.0,8.0,80.0,68.25
S00280,2026-05-10,COURSE_101,24,10,8,0,2026-07-11,silent_dropout,11.0,461.0,8.0,80.0,77.0
S00281,2026-01-15,COURSE_101,31,10,2,0,2026-01-18,explicit_dropout,2.0,21.0,2.0,20.0,70.0
S00282,2026-02-10,COURSE_101,42,10,10,1,2026-02-28,completer,2.0,897.0,10.0,100.0,84.4
S00283,2026-03-05,COURSE_101,27,10,10,1,2026-03-26,completer,2.0,904.0,10.0,100.0,81.2
S00284,2026-04-22,COURSE_101,44,10,10,1,2026-05-11,completer,2.0,814.0,10.0,100.0,89.7
S00285,2026-05-14,COURSE_101,44,10,4,0,2026-06-23,silent_dropout,17.0,228.0,4.0,40.0,65.5
S00286,2026-04-30,COURSE_101,34,10,10,1,2026-05-20,completer,2.0,1128.0,10.0,100.0,77.5
S00287,2026-04-17,COURSE_101,20,10,10,1,2026-05-08,completer,3.0,826.0,10.0,100.0,92.0
S00288,2026-01-12,COURSE_101,26,10,10,1,2026-02-06,completer,3.0,922.0,10.0,100.0,87.6
S00289,2026-05-17,COURSE_101,35,10,10,1,2026-06-07,completer,3.0,1013.0,10.0,100.0,78.3
S00290,2026-02-01,COURSE_101,24,10,3,0,2026-02-25,silent_dropout,9.0,213.0,3.0,30.0,68.33333333333333
S00291,2026-01-17,COURSE_101,39,10,10,1,2026-02-08,completer,3.0,947.0,10.0,100.0,86.2
S00292,2026-01-09,COURSE_101,19,10,10,1,2026-02-04,completer,3.0,788.0,10.0,100.0,89.2
S00293,2026-04-01,COURSE_101,44,10,2,0,2026-04-18,silent_dropout,10.0,101.0,2.0,20.0,69.5
S00294,2026-02-03,COURSE_101,30,10,10,1,2026-02-17,completer,3.0,773.0,10.0,100.0,77.8
S00295,2026-05-27,COURSE_101,33,10,10,1,2026-06-15,completer,2.0,873.0,10.0,100.0,70.9
S00296,2026-01-11,COURSE_101,25,10,10,1,2026-02-04,completer,3.0,1133.0,10.0,100.0,76.6
S00297,2026-04-14,COURSE_101,28,10,2,0,2026-05-03,silent_dropout,8.0,182.0,2.0,20.0,78.0
S00298,2026-01-05,COURSE_101,26,10,10,1,2026-01-26,completer,3.0,819.0,10.0,100.0,83.8
S00299,2026-03-15,COURSE_101,32,10,3,0,2026-04-14,silent_dropout,8.0,364.0,3.0,30.0,77.66666666666667
S00300,2026-01-16,COURSE_101,27,10,10,1,2026-02-05,completer,2.0,961.0,10.0,100.0,65.2
S00301,2026-04-20,COURSE_101,36,10,10,1,2026-05-12,completer,2.0,1054.0,10.0,100.0,68.6
S00302,2026-05-07,COURSE_101,24,10,10,1,2026-05-31,completer,3.0,1181.0,10.0,100.0,75.0
S00303,2026-02-10,COURSE_101,40,10,10,1,2026-03-06,completer,3.0,908.0,10.0,100.0,89.2
S00304,2026-02-05,COURSE_101,26,10,6,0,2026-03-30,silent_dropout,13.0,345.0,6.0,60.0,59.333333333333336
S00305,2026-03-17,COURSE_101,34,10,3,0,2026-04-18,silent_dropout,18.0,148.0,3.0,30.0,74.33333333333333
S00306,2026-02-03,COURSE_101,36,10,0,0,2026-02-03,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00307,2026-01-22,COURSE_101,43,10,10,1,2026-02-16,completer,3.0,1029.0,10.0,100.0,74.1
S00308,2026-04-18,COURSE_101,24,10,10,1,2026-05-04,completer,2.0,911.0,10.0,100.0,82.7
S00309,2026-01-29,COURSE_101,36,10,4,0,2026-03-08,silent_dropout,13.0,302.0,4.0,40.0,70.25
S00310,2026-01-08,COURSE_101,31,10,10,1,2026-02-02,completer,3.0,1122.0,10.0,100.0,80.8
S00311,2026-02-01,COURSE_101,44,10,10,1,2026-02-22,completer,3.0,865.0,10.0,100.0,70.1
S00312,2026-01-16,COURSE_101,35,10,10,1,2026-02-06,completer,3.0,900.0,10.0,100.0,74.9
S00313,2026-02-13,COURSE_101,41,10,10,1,2026-03-03,completer,3.0,664.0,10.0,100.0,70.0
S00314,2026-01-07,COURSE_101,20,10,0,0,2026-01-07,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00315,2026-05-02,COURSE_101,27,10,5,0,2026-06-11,silent_dropout,11.0,299.0,5.0,50.0,75.6
S00316,2026-02-01,COURSE_101,21,10,8,0,2026-04-08,silent_dropout,16.0,450.0,8.0,80.0,56.5
S00317,2026-02-16,COURSE_101,35,10,10,1,2026-03-07,completer,2.0,1215.0,10.0,100.0,84.3
S00318,2026-05-13,COURSE_101,37,10,10,1,2026-06-02,completer,2.0,1072.0,10.0,100.0,86.9
S00319,2026-05-22,COURSE_101,30,10,10,1,2026-06-14,completer,3.0,808.0,10.0,100.0,68.8
S00320,2026-05-18,COURSE_101,43,10,10,1,2026-06-08,completer,3.0,754.0,10.0,100.0,91.5
S00321,2026-04-12,COURSE_101,19,10,10,1,2026-05-04,completer,3.0,928.0,10.0,100.0,85.6
S00322,2026-05-21,COURSE_101,35,10,5,0,2026-06-30,silent_dropout,9.0,334.0,5.0,50.0,57.2
S00323,2026-04-26,COURSE_101,22,10,6,0,2026-06-11,silent_dropout,14.0,272.0,6.0,60.0,76.66666666666667
S00324,2026-04-26,COURSE_101,40,10,10,1,2026-05-14,completer,2.0,995.0,10.0,100.0,83.4
S00325,2026-03-26,COURSE_101,32,10,0,0,2026-03-26,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00326,2026-03-31,COURSE_101,32,10,8,0,2026-06-06,silent_dropout,16.0,437.0,8.0,80.0,61.75
S00327,2026-05-08,COURSE_101,19,10,2,0,2026-06-01,silent_dropout,15.0,225.0,2.0,20.0,61.5
S00328,2026-03-26,COURSE_101,30,10,8,0,2026-05-28,silent_dropout,9.0,546.0,8.0,80.0,56.75
S00329,2026-01-14,COURSE_101,38,10,10,1,2026-02-03,completer,3.0,810.0,10.0,100.0,74.0
S00330,2026-03-02,COURSE_101,23,10,10,1,2026-03-27,completer,3.0,772.0,10.0,100.0,91.3
S00331,2026-01-03,COURSE_101,19,10,10,1,2026-01-26,completer,2.0,1010.0,10.0,100.0,78.2
S00332,2026-03-14,COURSE_101,38,10,4,0,2026-04-17,silent_dropout,12.0,196.0,4.0,40.0,76.0
S00333,2026-04-27,COURSE_101,35,10,10,1,2026-05-15,completer,2.0,1034.0,10.0,100.0,73.2
S00334,2026-04-09,COURSE_101,20,10,10,1,2026-04-30,completer,2.0,1033.0,10.0,100.0,80.8
S00335,2026-01-14,COURSE_101,25,10,10,1,2026-02-05,completer,3.0,958.0,10.0,100.0,75.9
S00336,2026-04-03,COURSE_101,21,10,10,1,2026-04-19,completer,2.0,896.0,10.0,100.0,71.2
S00337,2026-03-15,COURSE_101,41,10,2,0,2026-03-18,explicit_dropout,1.0,26.0,2.0,20.0,53.0
S00338,2026-01-06,COURSE_101,38,10,2,0,2026-01-25,silent_dropout,11.0,88.0,2.0,20.0,65.5
S00339,2026-03-15,COURSE_101,32,10,10,1,2026-04-07,completer,2.0,999.0,10.0,100.0,68.0
S00340,2026-05-03,COURSE_101,29,10,10,1,2026-05-25,completer,3.0,1030.0,10.0,100.0,69.6
S00341,2026-04-29,COURSE_101,33,10,10,1,2026-05-18,completer,3.0,730.0,10.0,100.0,77.3
S00342,2026-03-13,COURSE_101,22,10,10,1,2026-04-05,completer,3.0,1037.0,10.0,100.0,70.1
S00343,2026-05-06,COURSE_101,43,10,10,1,2026-06-02,completer,3.0,833.0,10.0,100.0,77.2
S00344,2026-04-28,COURSE_101,23,10,10,1,2026-05-24,completer,3.0,877.0,10.0,100.0,67.4
S00345,2026-02-14,COURSE_101,30,10,10,1,2026-03-07,completer,3.0,984.0,10.0,100.0,84.1
S00346,2026-01-20,COURSE_101,34,10,8,0,2026-03-26,silent_dropout,14.0,505.0,8.0,80.0,61.125
S00347,2026-05-25,COURSE_101,24,10,2,0,2026-06-10,silent_dropout,6.0,156.0,2.0,20.0,80.0
S00348,2026-01-09,COURSE_101,20,10,10,1,2026-01-29,completer,3.0,887.0,10.0,100.0,84.4
S00349,2026-05-16,COURSE_101,27,10,10,1,2026-06-09,completer,3.0,927.0,10.0,100.0,73.5
S00350,2026-01-18,COURSE_101,19,10,4,0,2026-02-18,silent_dropout,11.0,159.0,4.0,40.0,71.25
S00351,2026-03-29,COURSE_101,36,10,10,1,2026-04-18,completer,2.0,878.0,10.0,100.0,76.9
S00352,2026-01-12,COURSE_101,34,10,0,0,2026-01-12,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00353,2026-05-07,COURSE_101,31,10,3,0,2026-06-07,silent_dropout,12.0,200.0,3.0,30.0,66.0
S00354,2026-02-28,COURSE_101,43,10,10,1,2026-03-22,completer,2.0,955.0,10.0,100.0,85.1
S00355,2026-02-19,COURSE_101,40,10,10,1,2026-03-06,completer,1.0,1283.0,10.0,100.0,86.9
S00356,2026-01-27,COURSE_101,26,10,2,0,2026-02-09,silent_dropout,7.0,136.0,2.0,20.0,85.5
S00357,2026-05-10,COURSE_101,38,10,10,1,2026-05-31,completer,2.0,1065.0,10.0,100.0,83.2
S00358,2026-03-03,COURSE_101,23,10,8,0,2026-05-07,silent_dropout,12.0,453.0,8.0,80.0,64.875
S00359,2026-03-06,COURSE_101,21,10,0,0,2026-03-06,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00360,2026-05-11,COURSE_101,31,10,2,0,2026-06-05,silent_dropout,13.0,235.0,2.0,20.0,60.0
S00361,2026-04-09,COURSE_101,34,10,10,1,2026-04-29,completer,2.0,916.0,10.0,100.0,65.5
S00362,2026-05-17,COURSE_101,29,10,8,0,2026-07-11,silent_dropout,10.0,421.0,8.0,80.0,57.375
S00363,2026-05-27,COURSE_101,19,10,10,1,2026-06-14,completer,2.0,827.0,10.0,100.0,79.8
S00364,2026-03-20,COURSE_101,36,10,10,1,2026-04-10,completer,3.0,1165.0,10.0,100.0,75.4
S00365,2026-02-27,COURSE_101,30,10,0,0,2026-02-27,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00366,2026-04-21,COURSE_101,31,10,10,1,2026-05-11,completer,3.0,1021.0,10.0,100.0,65.7
S00367,2026-01-13,COURSE_101,27,10,1,0,2026-01-14,explicit_dropout,0.0,13.0,1.0,10.0,75.0
S00368,2026-01-06,COURSE_101,36,10,1,0,2026-01-07,explicit_dropout,0.0,8.0,1.0,10.0,49.0
S00369,2026-01-06,COURSE_101,40,10,10,1,2026-01-27,completer,2.0,1080.0,10.0,100.0,69.8
S00370,2026-04-26,COURSE_101,42,10,10,1,2026-05-17,completer,2.0,1033.0,10.0,100.0,72.9
S00371,2026-02-25,COURSE_101,19,10,10,1,2026-03-14,completer,2.0,780.0,10.0,100.0,70.6
S00372,2026-03-14,COURSE_101,19,10,10,1,2026-04-02,completer,3.0,801.0,10.0,100.0,71.6
S00373,2026-04-03,COURSE_101,42,10,10,1,2026-04-19,completer,2.0,839.0,10.0,100.0,69.2
S00374,2026-05-03,COURSE_101,31,10,6,0,2026-06-27,silent_dropout,12.0,337.0,6.0,60.0,60.666666666666664
S00375,2026-05-23,COURSE_101,18,10,10,1,2026-06-16,completer,3.0,888.0,10.0,100.0,74.7
S00376,2026-03-04,COURSE_101,36,10,10,1,2026-03-27,completer,3.0,1145.0,10.0,100.0,76.2
S00377,2026-03-17,COURSE_101,28,10,7,0,2026-05-10,silent_dropout,13.0,332.0,7.0,70.0,64.71428571428571
S00378,2026-02-27,COURSE_101,44,10,10,1,2026-03-20,completer,2.0,1060.0,10.0,100.0,77.9
S00379,2026-05-24,COURSE_101,31,10,6,0,2026-07-14,silent_dropout,14.0,393.0,6.0,60.0,73.5
S00380,2026-01-28,COURSE_101,25,10,10,1,2026-02-15,completer,2.0,953.0,10.0,100.0,83.1
S00381,2026-02-26,COURSE_101,20,10,10,1,2026-03-15,completer,2.0,1326.0,10.0,100.0,66.7
S00382,2026-03-22,COURSE_101,27,10,7,0,2026-05-10,silent_dropout,14.0,342.0,7.0,70.0,62.42857142857143
S00383,2026-01-03,COURSE_101,33,10,5,0,2026-02-09,silent_dropout,9.0,316.0,5.0,50.0,54.2
S00384,2026-02-23,COURSE_101,38,10,2,0,2026-02-27,explicit_dropout,2.0,37.0,2.0,20.0,64.5
S00385,2026-04-22,COURSE_101,41,10,4,0,2026-05-20,silent_dropout,8.0,245.0,4.0,40.0,63.75
S00386,2026-05-01,COURSE_101,41,10,4,0,2026-06-03,silent_dropout,10.0,283.0,4.0,40.0,70.5
S00387,2026-05-03,COURSE_101,43,10,10,1,2026-05-23,completer,3.0,698.0,10.0,100.0,89.5
S00388,2026-05-26,COURSE_101,36,10,10,1,2026-06-14,completer,3.0,874.0,10.0,100.0,81.1
S00389,2026-02-09,COURSE_101,26,10,4,0,2026-03-14,silent_dropout,11.0,208.0,4.0,40.0,78.75
S00390,2026-03-26,COURSE_101,39,10,2,0,2026-04-13,silent_dropout,11.0,90.0,2.0,20.0,66.0
S00391,2026-05-26,COURSE_101,43,10,0,0,2026-05-26,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00392,2026-04-21,COURSE_101,24,10,10,1,2026-05-11,completer,3.0,855.0,10.0,100.0,68.2
S00393,2026-01-26,COURSE_101,42,10,10,1,2026-02-15,completer,3.0,1081.0,10.0,100.0,67.0
S00394,2026-01-17,COURSE_101,37,10,3,0,2026-02-17,silent_dropout,14.0,134.0,3.0,30.0,62.0
S00395,2026-01-30,COURSE_101,28,10,10,1,2026-02-17,completer,2.0,798.0,10.0,100.0,74.1
S00396,2026-04-22,COURSE_101,24,10,2,0,2026-04-24,explicit_dropout,1.0,27.0,2.0,20.0,49.0
S00397,2026-03-30,COURSE_101,22,10,0,0,2026-03-30,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00398,2026-05-12,COURSE_101,19,10,10,1,2026-06-03,completer,2.0,884.0,10.0,100.0,89.9
S00399,2026-03-06,COURSE_101,43,10,4,0,2026-04-18,silent_dropout,14.0,326.0,4.0,40.0,82.75
S00400,2026-01-26,COURSE_101,43,10,5,0,2026-03-03,silent_dropout,9.0,438.0,5.0,50.0,66.6
S00401,2026-04-23,COURSE_101,34,10,10,1,2026-05-18,completer,3.0,800.0,10.0,100.0,75.4
S00402,2026-05-01,COURSE_101,18,10,1,0,2026-05-02,explicit_dropout,0.0,16.0,1.0,10.0,58.0
S00403,2026-04-29,COURSE_101,22,10,10,1,2026-05-21,completer,2.0,969.0,10.0,100.0,78.7
S00404,2026-03-14,COURSE_101,32,10,3,0,2026-04-11,silent_dropout,14.0,270.0,3.0,30.0,65.66666666666667
S00405,2026-01-06,COURSE_101,36,10,10,1,2026-01-29,completer,2.0,1171.0,10.0,100.0,78.7
S00406,2026-01-11,COURSE_101,25,10,2,0,2026-01-13,explicit_dropout,1.0,20.0,2.0,20.0,64.5
S00407,2026-01-07,COURSE_101,30,10,10,1,2026-02-01,completer,3.0,960.0,10.0,100.0,68.2
S00408,2026-04-16,COURSE_101,35,10,10,1,2026-05-07,completer,3.0,951.0,10.0,100.0,81.5
S00409,2026-05-05,COURSE_101,35,10,2,0,2026-05-08,explicit_dropout,1.0,24.0,2.0,20.0,71.0
S00410,2026-01-16,COURSE_101,24,10,10,1,2026-02-05,completer,2.0,1059.0,10.0,100.0,86.6
S00411,2026-01-07,COURSE_101,33,10,10,1,2026-01-25,completer,3.0,893.0,10.0,100.0,73.0
S00412,2026-04-11,COURSE_101,21,10,1,0,2026-04-13,explicit_dropout,0.0,12.0,1.0,10.0,47.0
S00413,2026-01-01,COURSE_101,27,10,1,0,2026-01-02,explicit_dropout,0.0,19.0,1.0,10.0,63.0
S00414,2026-05-18,COURSE_101,23,10,3,0,2026-06-23,silent_dropout,17.0,126.0,3.0,30.0,70.66666666666667
S00415,2026-05-30,COURSE_101,19,10,8,0,2026-07-26,silent_dropout,12.0,332.0,8.0,80.0,61.0
S00416,2026-05-01,COURSE_101,18,10,10,1,2026-05-22,completer,3.0,854.0,10.0,100.0,71.6
S00417,2026-03-21,COURSE_101,18,10,10,1,2026-04-14,completer,2.0,927.0,10.0,100.0,67.8
S00418,2026-03-03,COURSE_101,27,10,10,1,2026-03-18,completer,1.0,1051.0,10.0,100.0,84.0
S00419,2026-04-16,COURSE_101,42,10,5,0,2026-05-29,silent_dropout,13.0,279.0,5.0,50.0,68.0
S00420,2026-01-28,COURSE_101,28,10,3,0,2026-02-25,silent_dropout,10.0,124.0,3.0,30.0,75.66666666666667
S00421,2026-01-21,COURSE_101,34,10,4,0,2026-03-02,silent_dropout,15.0,206.0,4.0,40.0,65.0
S00422,2026-03-03,COURSE_101,25,10,5,0,2026-04-07,silent_dropout,8.0,320.0,5.0,50.0,77.0
S00423,2026-01-22,COURSE_101,25,10,10,1,2026-02-11,completer,3.0,691.0,10.0,100.0,79.5
S00424,2026-02-03,COURSE_101,39,10,10,1,2026-02-23,completer,3.0,798.0,10.0,100.0,70.8
S00425,2026-01-20,COURSE_101,18,10,10,1,2026-02-08,completer,3.0,538.0,10.0,100.0,65.8
S00426,2026-04-21,COURSE_101,18,10,10,1,2026-05-10,completer,2.0,1028.0,10.0,100.0,76.9
S00427,2026-04-08,COURSE_101,43,10,10,1,2026-05-01,completer,3.0,1035.0,10.0,100.0,80.9
S00428,2026-01-01,COURSE_101,38,10,1,0,2026-01-02,explicit_dropout,0.0,12.0,1.0,10.0,62.0
S00429,2026-04-02,COURSE_101,42,10,10,1,2026-04-23,completer,3.0,887.0,10.0,100.0,84.8
S00430,2026-02-04,COURSE_101,29,10,10,1,2026-02-27,completer,2.0,761.0,10.0,100.0,87.8
S00431,2026-05-25,COURSE_101,36,10,10,1,2026-06-16,completer,2.0,1104.0,10.0,100.0,80.9
S00432,2026-05-15,COURSE_101,21,10,5,0,2026-07-02,silent_dropout,14.0,326.0,5.0,50.0,64.8
S00433,2026-01-10,COURSE_101,30,10,3,0,2026-02-03,silent_dropout,8.0,288.0,3.0,30.0,76.33333333333333
S00434,2026-01-06,COURSE_101,21,10,10,1,2026-01-31,completer,3.0,894.0,10.0,100.0,67.7
S00435,2026-01-10,COURSE_101,21,10,10,1,2026-02-03,completer,3.0,768.0,10.0,100.0,82.3
S00436,2026-03-30,COURSE_101,34,10,2,0,2026-04-24,silent_dropout,12.0,191.0,2.0,20.0,69.5
S00437,2026-02-02,COURSE_101,25,10,10,1,2026-02-23,completer,2.0,1046.0,10.0,100.0,87.0
S00438,2026-02-17,COURSE_101,20,10,7,0,2026-04-17,silent_dropout,14.0,363.0,7.0,70.0,67.85714285714286
S00439,2026-02-24,COURSE_101,25,10,8,0,2026-05-01,silent_dropout,15.0,326.0,8.0,80.0,54.5
S00440,2026-02-13,COURSE_101,29,10,10,1,2026-03-01,completer,1.0,1309.0,10.0,100.0,90.9
S00441,2026-02-18,COURSE_101,19,10,10,1,2026-03-13,completer,3.0,879.0,10.0,100.0,88.2
S00442,2026-03-11,COURSE_101,29,10,2,0,2026-03-13,explicit_dropout,1.0,21.0,2.0,20.0,59.0
S00443,2026-02-12,COURSE_101,26,10,10,1,2026-03-05,completer,3.0,973.0,10.0,100.0,80.7
S00444,2026-05-10,COURSE_101,22,10,10,1,2026-05-31,completer,3.0,854.0,10.0,100.0,84.2
S00445,2026-01-14,COURSE_101,44,10,8,0,2026-03-20,silent_dropout,15.0,282.0,8.0,80.0,53.5
S00446,2026-05-19,COURSE_101,44,10,1,0,2026-05-21,explicit_dropout,0.0,11.0,1.0,10.0,57.0
S00447,2026-03-08,COURSE_101,20,10,0,0,2026-03-08,explicit_dropout,0.0,0.0,0.0,0.0,0.0
S00448,2026-03-22,COURSE_101,36,10,4,0,2026-04-21,silent_dropout,10.0,304.0,4.0,40.0,58.75
S00449,2026-05-07,COURSE_101,27,10,10,1,2026-06-01,completer,3.0,1107.0,10.0,100.0,91.1
S00450,2026-01-24,COURSE_101,23,10,10,1,2026-02-14,completer,3.0,911.0,10.0,100.0,84.0
S00451,2026-03-03,COURSE_101,21,10,4,0,2026-04-07,silent_dropout,12.0,311.0,4.0,40.0,57.25
S00452,2026-05-12,COURSE_101,31,10,3,0,2026-06-06,silent_dropout,10.0,253.0,3.0,30.0,80.66666666666667
S00453,2026-05-10,COURSE_101,36,10,10,1,2026-06-02,completer,3.0,865.0,10.0,100.0,65.9
S00454,2026-01-24,COURSE_101,38,10,1,0,2026-01-25,explicit_dropout,0.0,9.0,1.0,10.0,66.0
S00455,2026-03-29,COURSE_101,37,10,10,1,2026-04-21,completer,3.0,916.0,10.0,100.0,67.4
S00456,2026-04-15,COURSE_101,37,10,10,1,2026-05-08,completer,2.0,890.0,10.0,100.0,65.0
S00457,2026-05-30,COURSE_101,42,10,10,1,2026-06-20,completer,3.0,978.0,10.0,100.0,70.6
S00458,2026-03-02,COURSE_101,42,10,10,1,2026-03-17,completer,1.0,857.0,10.0,100.0,74.5
S00459,2026-04-01,COURSE_101,30,10,10,1,2026-04-26,completer,3.0,783.0,10.0,100.0,76.1
S00460,2026-01-27,COURSE_101,30,10,10,1,2026-02-19,completer,3.0,1042.0,10.0,100.0,85.8
S00461,2026-05-25,COURSE_101,40,10,10,1,2026-06-18,completer,3.0,717.0,10.0,100.0,84.9
S00462,2026-04-22,COURSE_101,26,10,5,0,2026-06-07,silent_dropout,14.0,352.0,5.0,50.0,72.4
S00463,2026-02-10,COURSE_101,37,10,6,0,2026-03-28,silent_dropout,12.0,437.0,6.0,60.0,78.16666666666667
S00464,2026-01-15,COURSE_101,36,10,2,0,2026-02-07,silent_dropout,12.0,168.0,2.0,20.0,79.0
S00465,2026-01-23,COURSE_101,38,10,2,0,2026-01-26,explicit_dropout,2.0,15.0,2.0,20.0,63.0
S00466,2026-04-14,COURSE_101,40,10,10,1,2026-05-08,completer,2.0,1070.0,10.0,100.0,72.2
S00467,2026-02-27,COURSE_101,20,10,10,1,2026-03-19,completer,3.0,858.0,10.0,100.0,70.3
S00468,2026-03-17,COURSE_101,24,10,1,0,2026-03-19,explicit_dropout,0.0,8.0,1.0,10.0,60.0
S00469,2026-04-16,COURSE_101,38,10,10,1,2026-05-07,completer,3.0,953.0,10.0,100.0,79.7
S00470,2026-05-04,COURSE_101,21,10,1,0,2026-05-06,explicit_dropout,0.0,18.0,1.0,10.0,67.0
S00471,2026-02-24,COURSE_101,39,10,10,1,2026-03-14,completer,2.0,1004.0,10.0,100.0,85.6
S00472,2026-04-26,COURSE_101,30,10,2,0,2026-04-29,explicit_dropout,1.0,23.0,2.0,20.0,67.0
S00473,2026-05-23,COURSE_101,44,10,10,1,2026-06-15,completer,2.0,1174.0,10.0,100.0,70.5
S00474,2026-01-23,COURSE_101,24,10,0,0,2026-01-23,explicit_dropout,0.0,0.0,0.0,0.0,0.0
