age,max_gap_days,total_time_min,quiz_completion_pct,avg_quiz_score
44,18.0,244.0,50.0,59.2
30,13.0,330.0,30.0,70.0
27,1.0,1051.0,100.0,84.0
23,2.0,881.0,100.0,86.7
38,2.0,1065.0,100.0,83.2
41,3.0,902.0,100.0,75.8
36,3.0,753.0,100.0,88.8
22,14.0,272.0,60.0,76.66666666666667
44,3.0,930.0,100.0,80.4
42,3.0,993.0,100.0,78.4
31,3.0,969.0,100.0,74.3
26,11.0,325.0,40.0,75.25
41,1.0,1211.0,100.0,71.7
41,2.0,927.0,100.0,70.3
27,14.0,468.0,80.0,70.875
43,12.0,278.0,70.0,75.42857142857143
38,3.0,1129.0,100.0,76.4
38,16.0,182.0,30.0,77.33333333333333
22,15.0,321.0,50.0,78.8
32,0.0,0.0,0.0,0.0
32,0.0,10.0,10.0,47.0
38,3.0,646.0,100.0,82.6
39,0.0,15.0,10.0,57.0
34,3.0,905.0,100.0,82.9
35,2.0,1007.0,100.0,75.9
18,2.0,958.0,100.0,72.2
33,2.0,1005.0,100.0,76.9
39,2.0,1160.0,100.0,86.4
38,12.0,195.0,40.0,80.5
31,13.0,530.0,80.0,59.875
18,3.0,742.0,100.0,75.4
27,3.0,879.0,100.0,88.6
32,12.0,86.0,20.0,75.5
27,3.0,819.0,100.0,64.9
44,15.0,282.0,80.0,53.5
41,11.0,466.0,80.0,59.5
40,3.0,822.0,100.0,68.3
34,13.0,182.0,20.0,77.0
30,0.0,0.0,0.0,0.0
26,9.0,202.0,30.0,80.0
43,3.0,709.0,100.0,79.8
37,15.0,205.0,60.0,61.333333333333336
37,1.0,24.0,20.0,52.5
41,2.0,1019.0,100.0,83.2
24,3.0,999.0,100.0,76.8
35,1.0,26.0,20.0,49.5
31,3.0,710.0,100.0,86.2
36,15.0,283.0,70.0,73.85714285714286
33,2.0,37.0,20.0,53.5
41,3.0,853.0,100.0,69.8
35,3.0,989.0,100.0,71.2
36,3.0,747.0,100.0,73.2
28,15.0,332.0,50.0,75.8
25,2.0,1046.0,100.0,87.0
38,3.0,821.0,100.0,84.3
20,11.0,264.0,40.0,75.75
23,3.0,740.0,100.0,77.4
24,18.0,173.0,30.0,85.0
19,3.0,993.0,100.0,90.3
40,2.0,995.0,100.0,83.4
30,2.0,1022.0,100.0,74.6
26,3.0,938.0,100.0,87.9
28,11.0,595.0,80.0,59.375
37,0.0,0.0,0.0,0.0
35,10.0,78.0,20.0,68.5
21,11.0,442.0,80.0,55.25
37,13.0,523.0,50.0,66.8
33,13.0,458.0,70.0,62.85714285714285
37,15.0,211.0,40.0,67.5
20,10.0,196.0,50.0,59.2
36,2.0,1238.0,100.0,89.3
31,14.0,563.0,80.0,76.25
28,3.0,931.0,100.0,86.3
42,14.0,178.0,20.0,67.0
36,10.0,304.0,40.0,58.75
18,3.0,989.0,100.0,91.4
43,3.0,1012.0,100.0,91.7
38,3.0,920.0,100.0,92.3
31,3.0,759.0,100.0,69.3
30,8.0,187.0,20.0,61.0
19,2.0,1195.0,100.0,69.2
31,2.0,746.0,100.0,87.0
36,3.0,1029.0,100.0,85.2
41,14.0,398.0,70.0,74.42857142857143
42,15.0,438.0,70.0,72.14285714285714
32,3.0,796.0,100.0,89.4
25,10.0,439.0,70.0,75.71428571428571
18,15.0,294.0,70.0,70.14285714285714
21,9.0,123.0,30.0,82.66666666666667
34,2.0,1040.0,100.0,78.0
25,5.0,151.0,20.0,76.5
34,3.0,928.0,100.0,80.1
33,0.0,0.0,0.0,0.0
26,3.0,922.0,100.0,87.6
36,2.0,852.0,100.0,74.7
40,3.0,906.0,100.0,77.7
31,2.0,1222.0,100.0,87.9
30,2.0,930.0,100.0,81.2
38,13.0,375.0,80.0,58.5
24,12.0,574.0,80.0,60.75
40,2.0,1221.0,100.0,88.6
29,7.0,158.0,20.0,79.0
34,2.0,975.0,100.0,82.2
36,10.0,191.0,40.0,73.5
26,1.0,18.0,20.0,68.5
38,0.0,16.0,10.0,63.0
36,3.0,1145.0,100.0,76.2
19,2.0,650.0,100.0,87.2
28,3.0,911.0,100.0,85.1
28,0.0,11.0,10.0,52.0
41,2.0,949.0,100.0,82.7
24,3.0,908.0,100.0,85.6
26,3.0,819.0,100.0,83.8
41,10.0,283.0,40.0,70.5
37,3.0,882.0,100.0,91.9
33,3.0,977.0,100.0,68.4
31,0.0,0.0,0.0,0.0
22,1.0,37.0,20.0,54.5
22,3.0,1094.0,100.0,77.2
29,2.0,800.0,100.0,77.9
31,3.0,1221.0,100.0,79.4
27,2.0,1017.0,100.0,70.6
38,0.0,9.0,10.0,76.0
19,0.0,8.0,10.0,66.0
18,0.0,0.0,0.0,0.0
43,13.0,231.0,30.0,63.0
43,2.0,1129.0,100.0,83.1
42,2.0,1073.0,100.0,89.1
27,3.0,1107.0,100.0,91.1
24,14.0,245.0,30.0,60.66666666666666
33,0.0,0.0,0.0,0.0
33,10.0,165.0,30.0,69.33333333333333
40,3.0,997.0,100.0,84.3
28,3.0,828.0,100.0,68.0
39,1.0,1094.0,100.0,69.0
33,0.0,0.0,0.0,0.0
30,3.0,970.0,100.0,71.2
33,13.0,190.0,40.0,56.25
44,13.0,164.0,30.0,75.66666666666667
32,15.0,237.0,40.0,61.25
30,1.0,34.0,20.0,44.0
24,3.0,685.0,100.0,77.4
42,3.0,933.0,100.0,90.6
20,3.0,938.0,100.0,86.5
25,0.0,6.0,10.0,60.0
34,3.0,912.0,100.0,71.0
41,10.0,128.0,20.0,74.0
21,11.0,311.0,50.0,67.8
41,3.0,664.0,100.0,70.0
38,2.0,1075.0,100.0,89.9
39,3.0,876.0,100.0,69.1
20,3.0,1046.0,100.0,79.1
35,3.0,867.0,100.0,85.8
36,14.0,462.0,60.0,75.5
26,0.0,11.0,10.0,54.0
26,2.0,820.0,100.0,77.1
20,1.0,13.0,20.0,47.5
34,3.0,621.0,100.0,65.3
37,3.0,852.0,100.0,63.4
43,2.0,1092.0,100.0,81.8
34,2.0,865.0,100.0,86.7
43,2.0,945.0,100.0,92.7
37,2.0,913.0,100.0,79.9
19,3.0,884.0,100.0,77.8
24,0.0,8.0,10.0,60.0
42,3.0,1275.0,100.0,68.2
20,14.0,363.0,70.0,67.85714285714286
38,3.0,1048.0,100.0,71.2
23,13.0,416.0,70.0,68.71428571428571
28,2.0,1005.0,100.0,69.7
39,2.0,1004.0,100.0,85.6
32,14.0,270.0,30.0,65.66666666666667
20,15.0,306.0,40.0,67.75
24,11.0,533.0,80.0,57.0
25,2.0,1232.0,100.0,74.2
30,3.0,984.0,100.0,84.1
31,3.0,878.0,100.0,91.8
23,9.0,206.0,30.0,81.33333333333333
34,8.0,123.0,20.0,67.0
32,3.0,977.0,100.0,85.4
28,9.0,268.0,50.0,76.0
40,3.0,908.0,100.0,89.2
35,9.0,334.0,50.0,57.2
33,0.0,8.0,10.0,66.0
44,3.0,920.0,100.0,76.7
39,2.0,1023.0,100.0,77.0
33,3.0,818.0,100.0,75.8
27,2.0,961.0,100.0,65.2
39,2.0,1205.0,100.0,71.0
29,0.0,11.0,10.0,74.0
42,0.0,0.0,0.0,0.0
44,0.0,6.0,10.0,74.0
29,3.0,951.0,100.0,64.9
30,3.0,944.0,100.0,70.0
25,3.0,1044.0,100.0,73.9
38,2.0,986.0,100.0,81.7
36,3.0,874.0,100.0,81.1
31,3.0,964.0,100.0,88.3
27,0.0,5.0,10.0,66.0
21,3.0,802.0,100.0,82.7
42,10.0,589.0,70.0,77.14285714285714
27,3.0,1092.0,100.0,65.1
42,0.0,0.0,0.0,0.0
26,8.0,108.0,20.0,73.0
19,8.0,388.0,50.0,76.2
42,0.0,17.0,10.0,56.0
19,2.0,824.0,100.0,70.3
34,18.0,148.0,30.0,74.33333333333333
27,3.0,1015.0,100.0,78.4
36,3.0,873.0,100.0,73.0
19,3.0,1090.0,100.0,74.6
26,11.0,288.0,40.0,71.25
35,3.0,1135.0,100.0,68.1
33,1.0,29.0,20.0,71.0
43,16.0,51.0,20.0,68.0
26,2.0,897.0,100.0,86.0
38,0.0,16.0,10.0,53.0
27,1.0,12.0,20.0,55.5
35,8.0,96.0,20.0,58.0
35,3.0,833.0,100.0,81.6
18,0.0,0.0,0.0,0.0
33,2.0,873.0,100.0,70.9
29,3.0,857.0,100.0,70.7
38,0.0,0.0,0.0,0.0
27,2.0,33.0,20.0,71.5
27,2.0,1019.0,100.0,84.5
36,3.0,682.0,100.0,68.5
33,16.0,152.0,30.0,72.0
40,2.0,1047.0,100.0,70.5
38,3.0,754.0,100.0,72.2
37,3.0,1025.0,100.0,78.2
29,2.0,1119.0,100.0,83.4
37,1.0,1215.0,100.0,77.2
38,2.0,961.0,100.0,89.2
27,7.0,130.0,20.0,79.0
19,1.0,23.0,20.0,59.5
38,2.0,854.0,100.0,93.8
21,12.0,311.0,40.0,57.25
33,2.0,837.0,100.0,81.4
41,2.0,906.0,100.0,80.1
18,2.0,1072.0,100.0,72.2
21,3.0,1014.0,100.0,72.0
28,1.0,975.0,100.0,81.1
44,3.0,1058.0,100.0,81.3
26,13.0,417.0,80.0,67.75
21,13.0,127.0,20.0,80.5
19,3.0,816.0,100.0,73.5
36,10.0,253.0,70.0,56.142857142857146
36,2.0,1171.0,100.0,78.7
20,1.0,24.0,20.0,75.5
36,2.0,867.0,100.0,84.5
32,3.0,893.0,100.0,70.9
41,3.0,1052.0,100.0,74.7
28,3.0,1056.0,100.0,85.9
43,0.0,0.0,0.0,0.0
24,3.0,1181.0,100.0,75.0
27,1.0,25.0,20.0,54.0
41,2.0,1040.0,100.0,75.9
35,12.0,387.0,80.0,59.875
36,6.0,181.0,20.0,64.5
26,10.0,263.0,30.0,76.33333333333333
40,3.0,1017.0,100.0,72.2
36,3.0,717.0,100.0,73.6
34,0.0,0.0,0.0,0.0
40,15.0,555.0,80.0,75.625
37,14.0,383.0,80.0,58.25
29,0.0,14.0,10.0,56.0
28,2.0,815.0,100.0,93.4
34,0.0,12.0,10.0,62.0
35,1.0,27.0,20.0,64.5
25,8.0,324.0,50.0,80.0
37,12.0,477.0,70.0,77.28571428571429
25,11.0,528.0,80.0,62.125
23,3.0,836.0,100.0,70.4
32,11.0,372.0,50.0,79.6
44,2.0,868.0,100.0,70.3
32,1.0,30.0,20.0,45.5
39,0.0,7.0,10.0,57.0
21,12.0,220.0,30.0,74.66666666666667
25,3.0,1043.0,100.0,84.4
37,3.0,698.0,100.0,71.7
35,3.0,875.0,100.0,79.6
29,3.0,1039.0,100.0,76.9
25,3.0,691.0,100.0,79.5
35,10.0,424.0,60.0,61.333333333333336
24,11.0,356.0,70.0,71.85714285714286
36,3.0,952.0,100.0,70.9
44,2.0,22.0,20.0,59.5
44,3.0,847.0,100.0,80.0
26,3.0,827.0,100.0,74.8
43,13.0,211.0,50.0,59.4
35,3.0,997.0,100.0,83.8
41,3.0,1087.0,100.0,67.1
44,2.0,877.0,100.0,70.3
24,15.0,197.0,30.0,71.0
28,14.0,471.0,80.0,53.75
37,2.0,1037.0,100.0,66.3
40,3.0,1008.0,100.0,82.3
24,12.0,122.0,20.0,65.0
42,3.0,1081.0,100.0,67.0
41,10.0,347.0,70.0,70.28571428571429
22,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
28,3.0,977.0,100.0,88.0
28,2.0,932.0,100.0,72.4
23,2.0,1027.0,100.0,81.0
18,2.0,946.0,100.0,77.8
38,3.0,754.0,100.0,78.9
33,10.0,394.0,70.0,78.71428571428571
40,3.0,771.0,100.0,90.6
21,12.0,399.0,60.0,77.5
21,0.0,0.0,0.0,0.0
35,3.0,900.0,100.0,88.4
40,3.0,1035.0,100.0,84.9
37,3.0,844.0,100.0,88.0
35,2.0,1126.0,100.0,69.3
25,3.0,963.0,100.0,86.2
35,2.0,1215.0,100.0,84.3
36,10.0,235.0,40.0,61.0
41,3.0,950.0,100.0,83.4
41,3.0,906.0,100.0,72.5
31,0.0,0.0,0.0,0.0
30,8.0,288.0,30.0,76.33333333333333
28,8.0,373.0,60.0,71.5
34,3.0,525.0,100.0,89.3
19,3.0,864.0,100.0,72.0
38,11.0,88.0,20.0,65.5
38,2.0,923.0,100.0,84.1
37,12.0,326.0,60.0,72.66666666666667
26,2.0,1048.0,100.0,74.7
35,3.0,1167.0,100.0,73.1
26,2.0,1063.0,100.0,70.5
26,13.0,345.0,60.0,59.333333333333336
37,3.0,1118.0,100.0,68.5
23,9.0,387.0,60.0,63.5
39,10.0,182.0,30.0,58.0
33,1.0,1089.0,100.0,89.5
40,1.0,1283.0,100.0,86.9
21,3.0,768.0,100.0,82.3
40,16.0,250.0,30.0,67.66666666666667
37,2.0,1072.0,100.0,86.9
31,3.0,732.0,100.0,77.6
38,12.0,292.0,60.0,74.66666666666667
37,15.0,256.0,40.0,66.0
19,15.0,225.0,20.0,61.5
43,1.0,11.0,20.0,57.0
23,2.0,1002.0,100.0,76.4
38,2.0,814.0,100.0,81.5
33,16.0,157.0,30.0,82.33333333333333
35,2.0,1069.0,100.0,80.6
23,2.0,33.0,20.0,55.5
36,2.0,1067.0,100.0,84.7
32,11.0,467.0,80.0,59.875
19,3.0,838.0,100.0,80.3
27,14.0,291.0,40.0,62.75
31,2.0,1222.0,100.0,79.7
42,16.0,449.0,70.0,75.71428571428571
21,2.0,1111.0,100.0,87.2
31,2.0,889.0,100.0,68.9
21,14.0,360.0,60.0,77.83333333333333
39,2.0,878.0,100.0,73.6
34,3.0,732.0,100.0,85.4
19,2.0,969.0,100.0,68.3
35,13.0,260.0,50.0,62.0
26,13.0,455.0,80.0,68.25
18,2.0,1067.0,100.0,85.6
36,3.0,865.0,100.0,83.9
22,11.0,527.0,60.0,67.0
23,3.0,865.0,100.0,76.9
19,8.0,64.0,20.0,65.0
36,2.0,1007.0,100.0,87.9
43,2.0,1096.0,100.0,73.6
23,0.0,11.0,10.0,61.0
30,12.0,136.0,20.0,75.5
31,3.0,516.0,100.0,86.6
42,7.0,159.0,30.0,80.33333333333333
18,3.0,779.0,100.0,72.3
43,3.0,860.0,100.0,92.8
38,0.0,8.0,10.0,68.0
38,3.0,751.0,100.0,86.6
28,3.0,915.0,100.0,77.4
29,11.0,452.0,60.0,69.83333333333333
26,0.0,15.0,10.0,65.0
42,3.0,1012.0,100.0,73.3
42,3.0,960.0,100.0,87.7
36,2.0,1089.0,100.0,82.4
23,3.0,1040.0,100.0,79.1
23,2.0,29.0,20.0,65.0
38,0.0,12.0,10.0,62.0
40,2.0,1103.0,100.0,86.3
39,15.0,252.0,30.0,62.66666666666666
28,13.0,304.0,40.0,78.5
18,0.0,16.0,10.0,58.0
39,3.0,798.0,100.0,70.8
36,14.0,331.0,80.0,71.875
32,2.0,881.0,100.0,68.7
27,2.0,1114.0,100.0,89.2
25,3.0,1054.0,100.0,71.9
40,7.0,464.0,50.0,59.2
41,12.0,195.0,20.0,80.5
43,0.0,9.0,10.0,53.0
24,3.0,668.0,100.0,85.0
38,2.0,1134.0,100.0,68.5
18,3.0,854.0,100.0,71.6
19,3.0,788.0,100.0,89.2
40,16.0,208.0,40.0,77.75
21,16.0,225.0,20.0,68.0
26,11.0,208.0,40.0,78.75
36,0.0,0.0,0.0,0.0
35,3.0,1282.0,100.0,76.7
32,3.0,721.0,100.0,82.7
43,2.0,998.0,100.0,71.2
25,3.0,918.0,100.0,89.0
43,3.0,745.0,100.0,88.7
22,3.0,1141.0,100.0,70.7
37,14.0,379.0,60.0,74.0
39,11.0,439.0,60.0,62.0
40,3.0,838.0,100.0,81.7
42,14.0,485.0,70.0,75.57142857142857
40,12.0,453.0,80.0,63.375
37,3.0,986.0,100.0,84.9
25,2.0,808.0,100.0,77.2
43,3.0,826.0,100.0,90.8
28,3.0,661.0,100.0,74.7
21,0.0,0.0,0.0,0.0
26,0.0,15.0,10.0,67.0
39,0.0,0.0,0.0,0.0
21,2.0,896.0,100.0,71.2
24,3.0,1071.0,100.0,72.7
23,2.0,1067.0,100.0,78.2
40,2.0,994.0,100.0,68.0
23,3.0,772.0,100.0,91.3
27,3.0,852.0,100.0,68.2
33,18.0,394.0,80.0,54.0
37,2.0,915.0,100.0,71.7
35,3.0,1013.0,100.0,78.3
40,3.0,1058.0,100.0,70.4
27,2.0,904.0,100.0,81.2
44,1.0,17.0,20.0,74.5
24,0.0,0.0,0.0,0.0
30,2.0,11.0,20.0,71.0
27,3.0,901.0,100.0,86.7
24,9.0,213.0,30.0,68.33333333333333
25,3.0,719.0,100.0,88.3
29,2.0,921.0,100.0,79.0
36,10.0,428.0,60.0,76.33333333333333
